APY,APY_BASE,APY_REWARD,TVL,DATE
0.54093,0.11287,0.42806,360630248,2023-06-19T23:01:55.481Z
1.00999,0.37343,0.63655,339737074,2023-06-20T23:01:41.113Z
1.49692,0.84434,0.65258,335296950,2023-06-21T23:02:16.410Z
1.28303,0.6439,0.63913,333535330,2023-06-22T23:01:39.588Z
1.15928,0.50223,0.65705,336086244,2023-06-23T23:01:45.059Z
1.03747,0.40619,0.63127,330808327,2023-06-24T23:02:42.892Z
0.80487,0.13408,0.67079,331479348,2023-06-25T23:02:14.667Z
0.73386,0.09487,0.63899,329695347,2023-06-26T23:01:58.728Z
1.06056,0.40625,0.65431,324197477,2023-06-27T23:01:47.931Z
0.95301,0.32801,0.625,326384852,2023-06-28T23:01:53.882Z
0.9449,0.2871,0.6578,322141154,2023-06-29T23:02:09.849Z
1.06472,0.35272,0.712,317135473,2023-06-30T23:01:48.110Z
1.30502,0.58766,0.71735,314807325,2023-07-01T23:01:39.129Z
0.9061,0.19164,0.71446,312467001,2023-07-02T23:02:17.619Z
0.81117,0.10498,0.70619,312089807,2023-07-03T23:01:51.663Z
1.05062,0.31742,0.73319,308693759,2023-07-04T23:02:08.615Z
0.99306,0.29456,0.6985,311914805,2023-07-05T23:04:33.676Z
1.12298,0.47193,0.65106,308239132,2023-07-06T23:02:00.488Z
1.03444,0.33845,0.69599,308029369,2023-07-07T23:02:13.268Z
0.99807,0.3107,0.68737,307964402,2023-07-08T23:02:13.191Z
0.73094,0.01867,0.71227,306769017,2023-07-09T23:02:14.712Z
0.77617,0.05974,0.71643,301515691,2023-07-10T23:01:57.819Z
1.10465,0.3999,0.70475,300744452,2023-07-11T23:01:46.407Z
1.00703,0.30955,0.69748,299601759,2023-07-12T23:01:56.162Z
1.10519,0.36469,0.74051,298697229,2023-07-13T23:01:56.853Z
1.23888,0.51796,0.72092,299801690,2023-07-14T23:02:06.481Z
1.03065,0.34694,0.68371,301005810,2023-07-15T23:02:26.838Z
0.7987,0.12004,0.67866,302235270,2023-07-16T23:03:15.353Z
0.72944,0.05933,0.67011,302780282,2023-07-17T23:01:51.232Z
0.88654,0.23448,0.65206,300960169,2023-07-18T23:02:03.397Z
0.91129,0.254,0.65729,298750880,2023-07-19T23:02:09.802Z
0.94259,0.27244,0.67015,296308164,2023-07-20T23:01:53.722Z
0.94452,0.23935,0.70517,287989397,2023-07-21T23:02:23.919Z
0.99229,0.29592,0.69637,287240954,2023-07-22T23:02:02.385Z
0.80046,0.10289,0.69757,287252550,2023-07-23T23:01:25.111Z
0.71954,0.04954,0.67,286410511,2023-07-24T23:02:14.904Z
0.96607,0.29717,0.66891,290302985,2023-07-25T23:02:36.651Z
1.01233,0.35637,0.65596,291143817,2023-07-26T23:02:14.691Z
1.10471,0.45987,0.64484,290475076,2023-07-27T23:01:48.835Z
0.97423,0.32844,0.6458,292998985,2023-07-28T23:02:26.092Z
1.07749,0.42693,0.65056,291572852,2023-07-29T23:01:55.671Z
0.65589,0.08245,0.57344,275073624,2023-07-30T23:01:48.236Z
1.09553,0.11967,0.97586,224656153,2023-07-31T10:01:55.039Z
7.85387,6.93149,0.92238,228005092,2023-08-02T23:01:54.856Z
1.4936,0.57602,0.91758,231138154,2023-08-03T23:01:53.006Z
1.5575,0.59346,0.96404,229601891,2023-08-04T23:02:03.931Z
1.8102,0.83267,0.97753,229929107,2023-08-05T23:01:44.966Z
1.35008,0.3883,0.96178,226621816,2023-08-06T23:01:46.124Z
1.50924,0.50324,1.00601,226636334,2023-08-07T23:01:46.937Z
2.58339,1.60209,0.9813,223687678,2023-08-08T23:01:57.886Z
2.02388,1.02909,0.99479,221052021,2023-08-09T23:01:23.686Z
1.581,0.61976,0.96124,221232769,2023-08-10T23:02:49.832Z
1.622,0.68489,0.93711,221269921,2023-08-11T23:01:57.666Z
1.56662,0.64679,0.91983,220701813,2023-08-12T23:01:42.263Z
1.10657,0.20232,0.90425,220696290,2023-08-13T23:01:54.136Z
1.07733,0.30346,0.77387,219214995,2023-08-14T23:02:23.867Z
1.81256,1.07617,0.73638,222570842,2023-08-15T23:01:44.483Z
1.44013,0.72909,0.71105,222729413,2023-08-16T23:01:47.022Z
1.17925,0.53525,0.644,226234346,2023-08-17T23:01:50.837Z
1.852,1.19885,0.65315,222153689,2023-08-18T23:01:47.961Z
1.97102,1.30882,0.66219,225196312,2023-08-19T23:02:38.899Z
1.10666,0.44638,0.66028,224126618,2023-08-20T23:01:51.534Z
0.839,0.20232,0.63668,225170333,2023-08-21T23:02:33.094Z
1.25418,0.63963,0.61455,224107079,2023-08-22T23:02:04.720Z
1.2538,0.63444,0.61936,223313773,2023-08-23T23:02:11.408Z
0.9839,0.39715,0.58674,223345743,2023-08-24T23:02:10.866Z
1.03508,0.44664,0.58844,224922962,2023-08-25T23:01:58.938Z
0.84957,0.26313,0.58644,223417333,2023-08-26T23:01:55.171Z
0.7057,0.11247,0.59324,222521208,2023-08-27T23:01:42.235Z
0.70817,0.07364,0.63453,222804396,2023-08-28T23:01:55.029Z
0.92941,0.29734,0.63206,221222628,2023-08-29T23:01:46.114Z
1.43761,0.73753,0.70008,221778813,2023-08-30T23:01:43.459Z
1.12784,0.46,0.66784,217029172,2023-08-31T23:01:28.604Z
0.95781,0.31154,0.64628,215141345,2023-09-01T23:01:33.638Z
1.23648,0.60094,0.63554,216300288,2023-09-02T23:01:36.990Z
0.94863,0.31422,0.63441,215927197,2023-09-03T23:01:36.281Z
0.69356,0.05767,0.63589,215805444,2023-09-04T23:01:52.784Z
0.80158,0.15416,0.64742,217743516,2023-09-05T23:01:36.171Z
0.9991,0.33504,0.66407,215730370,2023-09-06T23:01:59.176Z
1.36758,0.72063,0.64694,221807388,2023-09-07T23:01:47.073Z
0.96479,0.33209,0.63271,224404402,2023-09-08T23:01:47.038Z
0.90225,0.26347,0.63877,224351583,2023-09-09T23:01:43.784Z
0.66372,0.05071,0.61301,224709962,2023-09-10T23:01:46.446Z
0.68586,0.10066,0.5852,223701566,2023-09-11T23:01:08.439Z
1.0162,0.4376,0.57861,223332538,2023-09-12T23:01:47.606Z
1.61689,1.01771,0.59919,223201103,2023-09-13T23:01:30.399Z
0.97923,0.37106,0.60817,223433753,2023-09-14T23:03:08.034Z
0.89063,0.2619,0.62873,223541473,2023-09-15T23:01:33.386Z
1.18189,0.54337,0.63853,221323020,2023-09-16T23:01:31.248Z
0.85801,0.22931,0.6287,222223158,2023-09-17T23:01:25.610Z
0.74831,0.12233,0.62598,220815080,2023-09-18T23:01:48.330Z
1.02294,0.36887,0.65407,219995838,2023-09-19T23:01:39.308Z
1.05498,0.40615,0.64883,220151845,2023-09-20T23:02:08.853Z
0.9878,0.33979,0.64801,215284106,2023-09-21T23:01:23.518Z
1.11466,0.40169,0.71297,216547968,2023-09-22T23:01:38.615Z
1.07703,0.38029,0.69674,215520464,2023-09-23T23:01:33.968Z
0.99064,0.22364,0.767,214770397,2023-09-24T23:01:28.292Z
0.89234,0.12927,0.76307,215080875,2023-09-25T23:01:35.846Z
1.17079,0.40205,0.76875,215131414,2023-09-26T23:01:54.042Z
1.13479,0.37119,0.7636,216614580,2023-09-27T23:01:38.854Z
1.26335,0.49841,0.76494,216490090,2023-09-28T23:01:27.590Z
1.41338,0.63951,0.77387,216527007,2023-09-29T23:01:46.665Z
1.00706,0.2398,0.76726,215915221,2023-09-30T23:01:15.194Z
1.03069,0.23144,0.79926,216015133,2023-10-01T23:01:38.981Z
0.8971,0.16035,0.73675,216231425,2023-10-02T23:01:24.213Z
1.12597,0.40672,0.71925,216621915,2023-10-03T23:03:02.904Z
0.93773,0.2188,0.71893,215977599,2023-10-04T23:01:33.785Z
0.82236,0.14643,0.67593,216652190,2023-10-05T23:01:22.475Z
0.96219,0.27783,0.68437,216057109,2023-10-06T23:01:30.243Z
0.92349,0.24438,0.67911,215661486,2023-10-07T23:01:36.127Z
0.77177,0.09381,0.67796,215276490,2023-10-08T23:01:21.881Z
0.92728,0.28287,0.64441,215300774,2023-10-09T23:01:28.261Z
0.82852,0.20158,0.62694,215637490,2023-10-10T23:01:44.293Z
1.29912,0.67923,0.61989,217552225,2023-10-11T23:01:16.278Z
1.061,0.45,0.611,218043437,2023-10-12T23:01:45.246Z
1.36457,0.73,0.63457,219388473,2023-10-13T23:01:39.038Z
0.81335,0.18,0.63335,219492688,2023-10-14T23:01:41.849Z
0.71505,0.08,0.63505,218930088,2023-10-15T23:01:34.787Z
1.69097,1.04,0.65097,219029311,2023-10-16T23:01:18.782Z
1.08957,0.46,0.62957,216386878,2023-10-17T23:01:25.898Z
0.91888,0.3,0.61888,217044955,2023-10-18T23:01:56.586Z
0.92147,0.33,0.59147,215482143,2023-10-19T23:01:28.375Z
1.12416,0.52,0.60416,203001029,2023-10-20T23:01:42.680Z
0.74032,0.11,0.63032,201954448,2023-10-21T23:01:33.875Z
0.80407,0.16,0.64407,201733416,2023-10-22T23:01:44.197Z
1.44268,0.77,0.67268,200938196,2023-10-23T23:01:44.334Z
1.4386,0.75,0.6886,199363580,2023-10-24T23:01:37.707Z
0.96388,0.28,0.68388,199899596,2023-10-25T23:01:09.873Z
1.21891,0.47,0.74891,197821589,2023-10-26T23:01:03.891Z
1.15666,0.43,0.72666,197897191,2023-10-27T23:01:13.239Z
0.96266,0.21,0.75266,197957228,2023-10-28T23:01:07.280Z
0.94006,0.16,0.78006,199637254,2023-10-29T23:01:13.077Z
1.19759,0.43,0.76759,199570463,2023-10-30T23:01:23.229Z
1.09863,0.33,0.76863,198138237,2023-10-31T23:01:22.430Z
1.22875,0.34,0.88875,196377143,2023-11-01T23:01:20.183Z
1.49833,0.64,0.85833,195533414,2023-11-02T23:01:18.532Z
1.46945,0.57,0.89945,195758342,2023-11-03T23:02:05.784Z
1.04964,0.12,0.92964,195898204,2023-11-04T23:01:20.193Z
1.28084,0.33,0.95084,197817074,2023-11-05T23:01:07.525Z
1.45786,0.49,0.96786,195980836,2023-11-06T23:01:56.454Z
1.28285,0.34,0.94285,196435100,2023-11-07T23:01:28.192Z
1.37371,0.41,0.96371,196483782,2023-11-08T23:01:35.051Z
1.31699,0.41,0.90699,196631712,2023-11-09T23:02:52.417Z
1.4268,0.43,0.9968,195761359,2023-11-10T23:01:12.746Z
1.24309,0.2,1.04309,193388756,2023-11-11T23:01:42.306Z
1.24725,0.18,1.06725,193540318,2023-11-12T23:03:29.643Z
1.43146,0.43,1.00146,193035825,2023-11-13T23:01:36.333Z
1.34125,0.35,0.99125,192820636,2023-11-14T16:01:34.833Z
