DATE,SWAP_COUNT,TOTAL_TRADING_VOLUME_USD
2023-10-05 00:00:00.000,152,31133346.8
2023-10-06 00:00:00.000,178,23566588.81
2023-10-07 00:00:00.000,120,10576965.18
2023-10-08 00:00:00.000,118,32840356.26
2023-10-09 00:00:00.000,181,21528777.43
2023-10-10 00:00:00.000,174,78316893.97
2023-10-11 00:00:00.000,192,53960560.81
2023-10-12 00:00:00.000,157,51020532.49
2023-10-13 00:00:00.000,168,86342571.15
2023-10-14 00:00:00.000,108,19206206.64
2023-10-15 00:00:00.000,91,10262654.19
2023-10-16 00:00:00.000,235,122039254.31
2023-10-17 00:00:00.000,212,51865980.14
2023-10-18 00:00:00.000,190,36405737.12
2023-10-19 00:00:00.000,174,36612311.31
2023-10-20 00:00:00.000,208,58046352.39
2023-10-21 00:00:00.000,125,11462104.31
2023-10-22 00:00:00.000,114,17051208.58
2023-10-23 00:00:00.000,218,83758211.62
2023-10-24 00:00:00.000,203,74127373.73
2023-10-25 00:00:00.000,155,29532767.53
2023-10-26 00:00:00.000,193,51528494.26
2023-10-27 00:00:00.000,180,42397174.07
2023-10-28 00:00:00.000,153,22196251.96
2023-10-29 00:00:00.000,100,16100800.79
2023-10-30 00:00:00.000,175,45787880.72
2023-10-31 00:00:00.000,155,34308811.53
2023-11-01 00:00:00.000,150,35197835.97
2023-11-02 00:00:00.000,234,64267889.34
2023-11-03 00:00:00.000,180,59325790.99
2023-11-04 00:00:00.000,142,13056687.1
2023-11-05 00:00:00.000,142,35991531.4
2023-11-06 00:00:00.000,153,45006735.8
2023-11-07 00:00:00.000,136,37412847.54
2023-11-08 00:00:00.000,140,41408659.45
2023-11-09 00:00:00.000,161,42056112.69
2023-11-10 00:00:00.000,155,43556793.13
2023-11-11 00:00:00.000,119,18315863.63
2023-11-12 00:00:00.000,122,16162358.76
